Strategy_no,From_time,To_time,no_preds,Accuracy,p_val,, 0_min_low,, 0_indicator,, 0_threshold_high,, 0_direction,, 0_max_high,, 0_threshold_low,, 1_min_low,, 1_indicator,, 1_threshold_high,, 1_direction,, 1_max_high,, 1_threshold_low
,2007-01-01 00:00:00, 2007-12-31 23:59:59,2244,0.4545454545,1.80204002386E-05, 0_min_low,-500, 0_indicator, CDLLONGLEGGEDDOJ_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,14858,0.4880872257,0.0037784025, 0_min_low,-500, 0_indicator, CDLLONGLEGGEDDOJ_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,14325,0.5051308901,0.222521378, 0_min_low,-500, 0_indicator, CDLLONGLEGGEDDOJ_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,389,0.3856041131,7.4575819974E-06, 0_min_low,-500, 0_indicator, CDLLONGLEGGEDDOJ_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,5, 1_direction, long_below_low, 1_max_high,10, 1_threshold_low,-5
,2007-01-01 00:00:00, 2007-12-31 23:59:59,402,0.6194029851,0.000001939, 0_min_low,-500, 0_indicator, CDLLONGLEGGEDDOJ_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,5, 1_direction, long_below_low, 1_max_high,10, 1_threshold_low,-5
,2007-01-01 00:00:00, 2007-12-31 23:59:59,2095,0.4887828162,0.3148969404, 0_min_low,-500, 0_indicator, CDLLONGLEGGEDDOJ_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2007-01-01 00:00:00, 2007-12-31 23:59:59,790,0.5632911392,0.000421053, 0_min_low,-500, 0_indicator, CDLLONGLEGGEDDOJ_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2007-01-01 00:00:00, 2007-12-31 23:59:59,29039,0.5129653225,1.0187089034E-05, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2007-01-01 00:00:00, 2007-12-31 23:59:59,29039,0.4867936224,6.94611075415E-06, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2007-01-01 00:00:00, 2007-12-31 23:59:59,6734,0.5185625186,0.002408244, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2007-01-01 00:00:00, 2007-12-31 23:59:59,2729,0.4576768047,1.0566256253E-05, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2007-01-01 00:00:00, 2007-12-31 23:59:59,2651,0.5088645794,0.3716383142, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI_D, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,2668,0.5059970015,0.5484060108, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI_D, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,4664,0.5122212693,0.0979904774, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,8749,0.4807406561,0.0003273901, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,9021,0.5139119832,0.0084807316, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2007-01-01 00:00:00, 2007-12-31 23:59:59,8139,0.4893721587,0.0565752206, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2007-01-01 00:00:00, 2007-12-31 23:59:59,2120,0.479245283,0.0587967237, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,1563,0.4785668586,0.0950035572, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,12161,0.514431379,0.0015034049, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,13195,0.4838196286,0.0002081983, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,353,0.4135977337,0.0013719661, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,5, 1_direction, long_below_low, 1_max_high,10, 1_threshold_low,-5
,2007-01-01 00:00:00, 2007-12-31 23:59:59,268,0.6529850746,6.18850011741E-07, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,5, 1_direction, long_below_low, 1_max_high,10, 1_threshold_low,-5
,2007-01-01 00:00:00, 2007-12-31 23:59:59,938,0.5074626866,0.6712492765, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2007-01-01 00:00:00, 2007-12-31 23:59:59,1242,0.5708534622,6.5720024786E-07, 0_min_low,-500, 0_indicator, CDLLONGLIN_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2007-01-01 00:00:00, 2007-12-31 23:59:59,17520,0.5114155251,0.0025736043, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2007-01-01 00:00:00, 2007-12-31 23:59:59,17520,0.4882990868,0.0020008248, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2007-01-01 00:00:00, 2007-12-31 23:59:59,1999,0.5217608804,0.0543901926, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2007-01-01 00:00:00, 2007-12-31 23:59:59,783,0.4827586207,0.3528110903, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2007-01-01 00:00:00, 2007-12-31 23:59:59,545,0.5394495413,0.0719082706, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI_D, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,2541,0.4954742227,0.6625289946, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI_D, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,1384,0.4884393064,0.4046925979, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,2743,0.4855997083,0.1363943265, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,4724,0.5258255716,0.0004058937, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2007-01-01 00:00:00, 2007-12-31 23:59:59,5594,0.4985698963,0.8410500423, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2007-01-01 00:00:00, 2007-12-31 23:59:59,1006,0.4831013917,0.2981346002, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,1148,0.487804878,0.4255331461, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,8116,0.5065303105,0.2438084094, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,7250,0.4793103448,0.0004446902, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,176,0.5852272727,0.0285313807, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,5, 1_direction, long_below_low, 1_max_high,10, 1_threshold_low,-5
,2007-01-01 00:00:00, 2007-12-31 23:59:59,58,0.6724137931,0.0119281397, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,5, 1_direction, long_below_low, 1_max_high,10, 1_threshold_low,-5
,2007-01-01 00:00:00, 2007-12-31 23:59:59,315,0.6634920635,6.72332633889E-09, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2007-01-01 00:00:00, 2007-12-31 23:59:59,494,0.5668016194,0.0034088989, 0_min_low,-500, 0_indicator, CDLMARUBOZ_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2007-01-01 00:00:00, 2007-12-31 23:59:59,17376,0.497410221,0.4995669424, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2007-01-01 00:00:00, 2007-12-31 23:59:59,17376,0.5023020258,0.5489667988, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2007-01-01 00:00:00, 2007-12-31 23:59:59,1298,0.4160246533,1.57089914888E-09, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2007-01-01 00:00:00, 2007-12-31 23:59:59,1481,0.5205941931,0.1189432236, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2007-01-01 00:00:00, 2007-12-31 23:59:59,195,0.4358974359,0.0854116197, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI_D, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,2923,0.5011973999,0.9116362821, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI_D, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,2163,0.4734165511,0.0142198463, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,1788,0.5643176734,5.86537699148E-08, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,4580,0.4901746725,0.1884719691, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2007-01-01 00:00:00, 2007-12-31 23:59:59,5661,0.5082140964,0.2214169632, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2007-01-01 00:00:00, 2007-12-31 23:59:59,910,0.4747252747,0.1357246212, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,1264,0.4588607595,0.0037493226, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,8226,0.5006078288,0.9209555092, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,6976,0.5113245413,0.0601365704, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,168,0.3333333333,1.86387879206E-05, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,5, 1_direction, long_below_low, 1_max_high,10, 1_threshold_low,-5
,2007-01-01 00:00:00, 2007-12-31 23:59:59,124,0.7822580645,1.85456128856E-10, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,5, 1_direction, long_below_low, 1_max_high,10, 1_threshold_low,-5
,2007-01-01 00:00:00, 2007-12-31 23:59:59,558,0.5430107527,0.046530428, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2007-01-01 00:00:00, 2007-12-31 23:59:59,342,0.6608187135,2.77512215754E-09, 0_min_low,-500, 0_indicator, CDLMATCHINGLO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2007-01-01 00:00:00, 2007-12-31 23:59:59,12804,0.5110902843,0.0123813444, 0_min_low,-500, 0_indicator, CDLMATHOL_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2007-01-01 00:00:00, 2007-12-31 23:59:59,12804,0.4886754139,0.0106457773, 0_min_low,-500, 0_indicator, CDLMATHOL_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2007-01-01 00:00:00, 2007-12-31 23:59:59,2497,0.501401682,0.9044291916, 0_min_low,-500, 0_indicator, CDLMATHOL_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI_D, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,3271,0.5255273617,0.0036958304, 0_min_low,-500, 0_indicator, CDLMATHOL_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2007-01-01 00:00:00, 2007-12-31 23:59:59,4334,0.4976926627,0.7728848697, 0_min_low,-500, 0_indicator, CDLMATHOL_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2007-01-01 00:00:00, 2007-12-31 23:59:59,618,0.5,1, 0_min_low,-500, 0_indicator, CDLMATHOL_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,922,0.4848156182,0.3739059733, 0_min_low,-500, 0_indicator, CDLMATHOL_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2007-01-01 00:00:00, 2007-12-31 23:59:59,6216,0.5107786358,0.0916094751, 0_min_low,-500, 0_indicator, CDLMATHOL_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,5048,0.4879160063,0.0885499622, 0_min_low,-500, 0_indicator, CDLMATHOL_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2007-01-01 00:00:00, 2007-12-31 23:59:59,78,0.4615384615,0.571586718, 0_min_low,-500, 0_indicator, CDLMATHOL_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,5, 1_direction, long_below_low, 1_max_high,10, 1_threshold_low,-5
,2007-01-01 00:00:00, 2007-12-31 23:59:59,240,0.6166666667,0.0003641105, 0_min_low,-500, 0_indicator, CDLMATHOL_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2007-01-01 00:00:00, 2007-12-31 23:59:59,12949,0.5129353618,0.0033324608, 0_min_low,-500, 0_indicator, CDLMORNINGDOJISTA_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2007-01-01 00:00:00, 2007-12-31 23:59:59,12949,0.4868329601,0.0028079458, 0_min_low,-500, 0_indicator, CDLMORNINGDOJISTA_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2007-01-01 00:00:00, 2007-12-31 23:59:59,56,0.7321428571,0.0006855642, 0_min_low,-500, 0_indicator, CDLMORNINGDOJISTA_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
